xcorr,deltacn,sprank,ions,calc_neutral_pep_mass,label
0.713,0.01,3,1005,735.8388,1
1.925,0.021,2,1811,1232.4644,1
1.731,0.19,4,1868,1892.0532,1
1.991,0.064,2,1868,2111.3528,1
1.498,0.025,5,2611,1504.7038,1
2.032,0.184,1,2292,2679.047,1
1.635,0.002,16,1660,1673.8467,1
1.531,0.285,1,2211,1328.531,1
1.364,0.032,20,1992,2692.9842,1
1.012,0.174,98,3007,1704.8975,1
1.521,0.185,15,2609,1504.7038,1
1.365,0.04,2,1964,1853.0777,1
2.774,0.266,1,2476,2213.5187,1
1.052,0.07,1,2409,1514.7055,1
1.016,0.051,1,1208,702.7227,1
1.977,0.045,15,1880,2239.4797,1
1.29,0.009,2,2092,2692.9842,1
1.231,0.144,8,2209,1272.5107,1
3.412,0.355,1,2776,2213.5187,1
1.008,0.081,2,1007,705.7691,1
1.621,0.079,125,1472,2284.6348,1
1.426,0.046,19,1692,2692.9842,1
1.088,0.06,58,1036,1113.2329,1
1.701,0.045,42,1572,2141.462,1
1.724,0.143,9,1544,1341.3484,1
2.011,0.249,35,1892,2560.8151,1
1.271,0.174,12,2009,1332.5836,1
1.031,0.046,2,3010,1749.0069,1
1.69,0.1,69,1688,2617.9145,1
1.853,0.047,186,1464,1923.0455,1
1.758,0.064,4,1772,1968.2036,1
1.874,0.049,16,1784,2342.5475,1
0.766,0.092,60,1806,1195.261,1
1.965,0.079,19,1880,2239.4797,1
1.409,0.004,77,2608,1701.0612,1
1.542,0.314,25,1808,1266.3276,1
0.89,0.01,314,2006,1297.4436,1
1.954,0.037,380,1492,2595.9817,1
1.685,0.024,32,1696,2792.0117,1
2.163,0.123,1,2080,2353.6604,1
1.312,0.024,25,836,2100.5052,1
1.587,0.033,18,1680,2302.6627,1
1.877,0.041,10,1976,2273.6678,1
1.022,0.015,109,2407,1606.6753,1
1.016,0.131,5,2611,1402.3552,1
1.418,0.007,139,1480,2165.3639,1
2.274,0.025,26,1476,2470.848,1
1.62,0.112,15,1564,1993.0863,1
1.244,0.24,2,1809,1158.3202,1
1.391,0.038,4,3010,1800.823,1
1.206,0.006,1,1809,1232.449,1
1.315,0.158,261,1452,1631.8187,1
2.072,0.132,1,22104,2892.0453,1
1.639,0.041,39,1584,2456.6617,1
1.474,0.001,1,2056,1770.0255,1
0.992,0.017,1,1134,1941.082,1
1.421,0.092,4,1136,2090.385,1
1.659,0.028,50,1496,2661.9581,1
1.465,0.093,1,1964,1914.2023,1
1.754,0.069,373,1284,2479.7783,1
1.763,0.33,1,2410,1420.6317,1
1.713,0.013,57,1568,2112.3738,1
1.634,0.085,149,1584,2481.8345,1
1.723,0.117,61,15108,3042.2539,1
1.166,0.022,77,732,1886.1022,1
1.42,0.027,67,1472,1918.106,1
1.902,0.187,23,17104,3030.3629,1
1.831,0.056,16,1576,2320.4402,1
1.621,0.018,6,1884,2451.7654,1
1.129,0.026,25,1032,1969.1821,1
1.425,0.032,122,13100,2887.298,1
1.186,0.003,21,2209,1260.2928,1
2.185,0.171,5,1884,2359.6276,1
1.772,0.035,121,1680,2374.4353,1
1.055,0.037,37,2808,1534.6123,1
1.07,0.059,27,2609,1626.8461,1
1.345,0.024,151,1476,2270.6568,1
2.083,0.044,9,1988,2537.9017,1
1.665,0.126,59,2808,1660.7154,1
1.093,0.001,436,2404,1598.7765,1
1.52,0.117,20,1764,1912.1326,1
1.751,0.057,5,1880,2345.6226,1
1.522,0.043,164,732,1867.0893,1
2.033,0.062,1,20100,3137.5889,1
1.889,0.072,13,1772,2257.4486,1
1.826,0.03,30,1572,2294.6093,1
1.449,0.083,1,1784,2384.7606,1
1.149,0.112,59,3009,1664.8393,1
1.374,0.115,97,1264,1865.0088,1
1.385,0.037,335,532,2017.0718,1
1.447,0.064,1,1136,2192.3831,1
1.644,0.05,5,1884,2565.8753,1
1.605,0.015,459,1292,2705.0292,1
1.937,0.023,20,1796,2747.9678,1
1.16,0.021,85,2406,1616.8839,1
1.602,0.105,4,1032,1768.9941,1
1.119,0.137,38,2406,1387.5993,1
1.234,0.068,3,3009,1807.8647,1
1.8,0.076,1,1988,2606.8384,1
2.286,0.122,4,2076,2307.3844,1
1.162,0.001,107,632,1969.1821,1
1.662,0.182,45,1484,2545.9898,1
2.083,0.107,103,1680,2310.642,1
1.195,0.061,127,2007,1305.587,1
1.298,0.091,74,2607,1706.8357,1
1.198,0.047,7,2608,1729.79,1
2.049,0.134,71,1696,2902.3219,1
1.093,0.058,46,1684,2256.4305,1
1.458,0.073,7,1684,2466.8229,1
1.369,0.033,27,2208,1486.5707,1
1.5,0.002,7,1888,2522.8595,1
1.793,0.151,24,1692,2719.145,1
2.125,0.117,158,14100,2763.0322,1
1.402,0.069,4,1968,2086.3049,1
1.321,0.071,13,2408,1301.2501,1
2.039,0.08,4,1884,2579.9853,1
1.503,0.064,128,632,1956.217,1
1.277,0.082,6,2608,1606.6827,1
2.271,0.166,7,842,2357.5262,1
1.586,0.121,17,838,2212.4906,1
2.092,0.01,13,17100,2929.2859,1
1.839,0.147,92,15100,3035.299,1
1.931,0.078,61,1384,2510.8052,1
0.634,0.145,13,804,571.681,1
0.987,0.021,3,936,2058.3408,1
1.375,0.217,173,538,2330.3816,1
0.966,0.101,13,1206,807.8317,1
1.175,0.036,44,732,1801.9872,1
1.901,0.047,12,17104,2974.1354,1
2.287,0.416,2,2611,1619.8914,1
1.521,0.05,100,1276,2345.6103,1
1.197,0.039,1,1134,1823.0919,1
1.05,0.025,245,538,2184.6665,1
1.409,0.157,2,2810,1745.8298,1
1.408,0.254,372,2804,1728.9098,1
1.738,0.108,75,1592,2588.9897,1
1.168,0.182,9,3009,1808.154,1
1.995,0.093,6,1988,2674.8056,1
1.639,0.054,38,1780,2371.6106,1
1.893,0.005,1,2296,2805.0691,1
1.66,0.137,1,1044,2371.6974,1
1.243,0.044,22,2807,1857.9208,1
1.863,0.001,1,2288,2616.9874,1
1.738,0.062,3,20104,3030.3629,1
1.699,0.379,3,3010,1658.8748,1
1.303,0.112,131,3007,1720.9463,1
1.54,0.213,15,736,2291.6078,1
1.258,0.13,176,638,2239.5566,1
1.393,0.228,43,3007,1777.8627,1
1.456,0.061,3,1138,2088.1397,1
1.006,0.044,133,632,2235.5615,1
1.547,0.022,5,1780,2266.4931,1
1.455,0.242,247,2805,1660.7154,1
1.093,0.011,242,3006,1795.0282,1
1.864,0.057,15,17104,2952.4038,1
1.59,0.015,17,3008,1776.2458,1
2.059,0.118,328,12100,2943.3959,1
1.26,0.028,23,2808,1853.118,1
1.505,0.03,85,632,1930.2436,1
1.361,0.188,33,3007,1939.172,1
1.284,0.051,4,936,2122.4576,1
1.12,0.08,99,732,1842.0855,1
1.073,0.051,5,3010,1934.1211,1
1.938,0.011,153,1484,2692.8426,1
2.297,0.185,211,1496,2751.0977,1
2.06,0.072,5,20116,3454.6998,1
1.892,0.042,31,17112,3202.5315,1
1.829,0.089,14,1784,2563.6596,1
2.082,0.211,3,19116,3277.7764,1
1.534,0.165,5,3009,1837.1094,1
1.341,0.143,14,838,2193.4101,1
1.495,0.102,6,1034,1994.2624,1
2.05,0.101,180,15124,3603.0654,1
1.577,0.005,403,13112,3204.2545,1
1.948,0.123,1,22124,3647.121,1
1.868,0.038,335,13112,3245.7019,1
1.848,0.004,246,12100,3121.2997,1
1.624,0.346,14,842,2476.6855,1
1.068,0.077,8,2808,1737.9576,1
1.378,0.227,4,3010,1788.0361,1
1.511,0.021,434,1292,2881.186,1
2.092,0.204,4,21116,3345.6362,1
1.064,0.132,16,2808,1602.8584,1
1.525,0.088,73,636,2066.3446,1
1.39,0.203,1,1236,1958.977,1
1.205,0.141,142,640,2300.4742,1
1.58,0.264,13,832,2050.4385,1
1.408,0.074,26,2807,1780.1068,1
1.625,0.016,3,1788,2734.0094,1
1.847,0.14,20,1696,2844.9954,1
2.541,0.313,4,20120,3401.8792,1
1.325,0.032,82,732,1882.0788,1
1.912,0.106,307,13112,3274.517,1
2.731,0.327,5,19104,2873.2615,1
1.385,0.23,4,1036,1987.0346,1
1.088,0.024,54,3006,1530.5293,1
1.309,0.111,42,2807,1713.8675,1
1.377,0.155,29,1656,1730.0434,1
1.492,0.077,6,2809,1713.8675,1
1.624,0.046,2,1952,1464.7288,1
1.047,0.019,74,2207,1454.6952,1
1.454,0.11,237,1472,2176.4321,1
1.462,0.01,16,1656,1768.0464,1
1.676,0.18,29,1676,2157.5443,1
1.406,0.005,2,1848,1559.829,1
1.418,0.218,37,1552,1568.9206,1
0.86,0.066,4,805,428.446,1
0.576,0.012,21,603,460.5463,1
0.978,0.004,6,1608,894.0451,1
0.85,0.152,5,1606,1032.2083,1
0.845,0.091,33,1004,779.8175,1
1.415,0.121,7,1244,1469.6261,1
0.581,0.009,65,803,574.6532,1
0.809,0.04,19,603,445.4735,1
1.203,0.002,2,1652,1523.7153,1
1.098,0.062,1,1956,1575.959,1
1.453,0.006,179,1244,1400.4674,1
0.817,0.147,2,806,621.6946,1
1.254,0.147,109,1040,1453.6242,1
0.684,0.018,4,403,441.4845,1
2.208,0.12,4,20124,3730.2652,1
1.438,0.079,2,2052,1536.6647,1
1.605,0.072,5,18104,3114.3881,1
1.373,0.062,317,536,2371.696,1
1.741,0.076,52,17128,3559.0428,1
1.342,0.016,11,832,1840.1866,1
1.687,0.1,6,1860,1710.0501,1
0.728,0.01,57,2006,1204.3085,1
1.135,0.04,14,934,2144.4368,1
1.382,0.165,3,3009,2026.2941,1
1.755,0.017,230,13100,3040.5299,1
0.622,0.133,29,603,410.474,1
0.671,0.012,89,1405,819.8272,1
1.382,0.116,5,1760,1725.0678,1
1.435,0.149,1,2164,1828.1074,1
1.078,0.017,7,1005,613.672,1
0.909,0.034,9,1807,1338.5006,1
0.876,0.153,62,2606,1543.5694,1
1.263,0.163,1,1609,1171.3225,1
1.665,0.177,8,1760,1772.8895,1
1.245,0.048,18,1752,1648.7488,1
1.146,0.02,6,1968,1851.9481,1
1.19,0.029,123,1252,1801.9439,1
0.715,0.013,13,604,487.5138,1
0.985,0.101,1,1809,1121.262,1
1.016,0.158,15,2008,1114.3079,1
1.49,0.058,4,1772,2208.5022,1
0.685,0.106,9,1004,641.7691,1
1.502,0.01,86,1476,2411.7116,1
0.341,0.01,91,803,489.57,1
0.616,0.209,5,403,386.4087,1
0.88,0.092,71,668,2040.1772,1
0.576,0.147,8,604,402.4484,1
0.538,0.101,27,1203,788.9456,1
0.396,0.009,19,802,414.4191,1
0.322,0.079,14,602,385.4239,1
0.542,0.009,9,452,1593.7594,1
0.456,0.03,6,602,489.6312,1
0.447,0.033,9,602,465.5071,1
0.501,0.059,4,603,412.4466,1
0.358,0.03,23,602,477.5768,1
0.565,0.036,1,604,345.3995,1
0.899,0.025,128,948,1542.6654,1
1.06,0.143,1,1208,807.8126,1
0.605,0.056,33,803,442.4728,1
1.089,0.043,2,1232,1092.1802,1
1.07,0,22,1144,1353.4784,1
1.24,0.026,8,1340,1172.3097,1
0.528,0.126,5,804,607.708,1
0.731,0.2,7,604,412.4466,1
1.373,0.123,1,1852,1464.7288,1
0.874,0.027,47,1040,1172.3097,1
1.515,0.272,4,1452,1578.832,1
0.372,0.014,33,602,411.4618,1
1.233,0.088,27,1140,1356.5164,1
0.897,0.012,2,605,457.5742,1
0.883,0.067,329,1044,1473.6982,1
0.929,0.009,9,1208,669.7331,1
1.468,0.213,1,1432,1005.093,1
0.543,0.174,20,602,357.3672,1
1.067,0.025,34,2809,929.0874,1
0.698,0.073,23,1206,799.8053,1
1.185,0.073,19,1656,1414.5358,1
1.263,0.2,2,1652,1464.7288,1
1.764,0.115,2,1644,1472.7538,1
1.057,0.045,60,1407,769.8559,1
0.683,0.115,2,805,621.6946,1
1.001,0.04,5,2811,935.1528,1
1.109,0.039,14,1032,1005.093,1
1.056,0.135,43,1407,929.0012,1
2.389,0.42,1,2352,1464.7288,1
1.682,0.151,1,2160,1683.9558,1
1.22,0.025,62,1036,1185.3916,1
2.514,0.506,1,2152,1464.7288,1
1.101,0.149,6,1809,1072.2303,1
0.903,0.015,36,932,1106.2528,1
3.289,0.428,1,2252,1464.7288,1
1.645,0.179,4,1952,1403.4288,1
1.694,0.35,1,2064,1867.0148,1
1.027,0.1,104,1405,1053.1492,1
3.16,0.574,1,2252,1464.7288,1
1.51,0.119,21,1340,1153.3909,1
1.081,0.005,42,1136,1096.339,1
1.209,0.033,28,1808,1039.0697,1
3.303,0.564,1,2352,1464.7288,1
1.062,0.123,3,807,642.6666,1
3.365,0.533,1,2252,1464.7288,1
1.137,0.027,2,1209,773.8852,1
1.681,0.251,4,1448,1346.3769,1
0.746,0.023,36,1207,955.0854,1
0.82,0.086,33,1206,802.9725,1
1.063,0.099,38,1048,1334.6255,1
1.012,0.067,3,1132,1044.176,1
0.964,0.104,35,1207,856.0366,1
3.649,0.518,1,2452,1464.7288,1
1.064,0.004,11,1808,1089.2139,1
1.758,0.006,4,1752,1637.8565,1
1.418,0.014,3,1864,1729.868,1
3.287,0.489,1,2752,1464.7288,1
1.833,0.078,7,1436,1118.1253,1
3.843,0.667,1,2026,1464.7288,1
1.6,0.068,7,1656,1521.7807,1
1.081,0.02,71,1205,755.7832,1
1.059,0.015,7,1548,1429.5992,1
1.011,0.011,2,1232,983.0056,1
4.318,0.508,1,2652,1464.7288,1
1.427,0.049,43,2810,1069.1887,1
0.681,0.076,15,1206,755.8266,1
1.427,0.261,1,2211,1341.6574,1
2.102,0.372,1,2152,1464.7288,1
1.1,0.029,15,2812,993.0476,1
0.988,0.018,1,2011,1209.2879,1
1.177,0.065,11,932,909.0971,1
1.782,0.034,6,1864,1956.1693,1
1.961,0.091,4,1756,1813.0557,1
1.227,0.061,5,1408,1088.242,1
1.671,0.378,2,2210,1211.4246,1
2.038,0.236,10,1968,1764.0152,1
0.689,0.004,21,1407,865.9165,1
1.512,0.152,82,1360,1967.1387,1
1.582,0.23,1,2410,1396.3929,1
1.916,0.072,9,2176,1922.1722,1
1.825,0.246,1,1756,1813.0557,1
1.203,0.096,15,1207,773.8852,1
1.116,0.044,6,2211,1211.4246,1
1.116,0.052,2,2410,1396.3929,1
1.286,0.097,2,1636,1207.2194,1
0.952,0.016,1,1810,1072.2303,1
3.399,0.404,1,2556,1813.0557,1
0.976,0.041,30,1807,1022.2566,1
0.865,0.119,74,1004,691.829,1
1.274,0.194,3,2410,1396.3929,1
1.856,0.229,4,1772,2091.308,1
3.246,0.449,1,2356,1813.0557,1
1.098,0.07,34,2608,1458.6062,1
1.204,0.14,20,1448,1325.5314,1
1.59,0.118,1,2012,1236.4368,1
3.276,0.319,1,2256,1813.0557,1
1.472,0.069,1,2411,1430.5816,1
1.614,0.242,48,1580,2178.347,1
0.541,0.014,159,1204,641.6818,1
1.032,0.001,2,1609,1077.2462,1
1.288,0.088,292,1804,1226.3642,1
0.817,0.072,62,1406,855.0055,1
2.137,0.299,1,2011,1236.4368,1
3.85,0.413,1,2556,1813.0557,1
1.323,0.165,18,1780,2178.347,1
0.891,0.11,11,832,1020.0642,1
1.863,0.032,21,1960,1777.8627,1
1.33,0.069,133,1368,1926.2438,1
2.32,0.347,6,1572,2091.308,1
0.978,0.081,27,2008,1218.4624,1
3.306,0.503,1,2556,1813.0557,1
0.767,0.043,6,1207,904.9879,1
1.812,0.067,1,1428,1813.0557,1
0.76,0.004,14,1207,714.8204,1
2.121,0.087,4,1764,2108.3599,1
2.131,0.313,1,2256,1813.0557,1
1.15,0.171,87,2608,1462.7562,1
1.423,0.193,6,2010,1211.5541,1
1.206,0.029,21,2808,1817.121,1
1.208,0.197,14,1356,1596.8907,1
2.623,0.371,1,1430,1712.8798,1
1.726,0.097,222,1260,1875.04,1
2.002,0.273,2,2010,1236.4368,1
1.24,0.029,202,1168,1924.0136,1
2.789,0.364,2,2072,2091.308,1
1.321,0.065,89,832,1013.093,1
0.569,0.264,21,402,357.4284,1
1.864,0.048,2,1756,1813.0557,1
0.607,0.021,62,1406,731.8046,1
2.019,0.207,66,1588,2471.8293,1
1.807,0.062,4,1868,2099.2878,1
1.152,0.012,12,2208,1254.3689,1
1.55,0.294,1,2609,1636.782,1
1.252,0.065,7,2608,1604.8729,1
0.903,0.062,38,832,1729.868,1
1.812,0.13,24,1660,1999.2317,1
1.43,0.03,420,2404,1553.7968,1
0.965,0.036,1,2410,1524.6775,1
1.366,0.112,8,2607,1753.9443,1
1.231,0.028,1,2160,1598.644,1
1.229,0.013,36,2609,1475.7086,1
2.517,0.245,1,2176,2350.7893,1
1.212,0.025,1,2611,1594.9212,1
1.433,0.009,48,1664,2065.317,1
1.213,0.133,5,2010,1028.1308,1
1.541,0.202,107,1352,1650.9134,1
2.006,0.031,1,1992,2794.1162,1
2.606,0.541,1,2211,1339.6011,1
1.202,0.064,71,2407,1416.5108,1
0.713,0.068,31,748,2932.242,1
0.956,0.014,8,2009,1187.402,1
2.325,0.141,3,22132,3612.1008,1
2.024,0.259,46,1580,2474.7742,1
1.179,0.004,3,2008,1291.4704,1
3.689,0.464,1,2580,2474.7742,1
1.82,0.063,280,1388,2431.5603,1
1.663,0.119,6,1796,2957.1662,1
1.51,0.029,66,1792,2771.1717,1
4.209,0.449,1,2984,2674.1442,1
1.461,0.072,1,1988,2434.6976,1
1.222,0.1,3,2610,1612.8126,1
0.843,0.118,6,1407,969.1118,1
1.783,0.013,441,12112,3493.9811,1
1.305,0.05,33,938,2271.4717,1
1.241,0.021,75,2208,1463.6567,1
4.014,0.402,1,2984,2674.1442,1
1.214,0.045,2,2409,1478.7984,1
2.249,0.238,39,1688,2339.5913,1
1.254,0.028,25,2408,1419.5136,1
3.614,0.423,1,2584,2674.1442,1
1.265,0.044,7,2409,1663.952,1
1.863,0.071,40,1688,2577.7881,1
0.883,0.028,121,732,2033.2779,1
1.942,0.1,2,1772,2189.4712,1
1.219,0.088,20,2408,1389.6242,1
1.638,0.018,263,13100,3014.3545,1
1.314,0.036,5,2409,1552.7661,1
1.337,0.028,96,732,1667.9237,1
1.592,0.269,3,1811,1203.4069,1
2.22,0.097,74,1488,2796.1918,1
1.75,0.004,56,1480,2499.7287,1
1.341,0.026,15,1810,1203.4069,1
1.621,0.032,9,1668,2055.278,1
1.704,0.174,7,1680,2488.8718,1
1.029,0.061,95,1806,1181.2677,1
1.75,0.21,1,2192,2533.0098,1
3.098,0.381,1,2176,2403.8528,1
1.847,0.068,3,1976,2316.6427,1
1.112,0.073,1,1868,1769.9732,1
1.026,0.018,7,2809,1551.7655,1
1.728,0.11,8,1880,2447.65,1
1.315,0.031,136,2606,1711.873,1
1.216,0.098,1,3009,1885.9249,1
1.232,0.04,246,2405,1594.8039,1
2.295,0.124,9,19124,3635.1993,1
2.392,0.138,21,18112,3310.8193,1
1.7,0.03,41,1592,2940.3288,1
1.688,0.215,1,1232,1819.1784,1
1.984,0.029,92,1392,2922.3575,1
1.378,0.064,2,2809,1693.9818,1
1.207,0.02,394,2805,1680.8352,1
1.492,0.006,1,25136,3739.2438,1
1.429,0.002,321,1388,2788.248,1
1.261,0.045,14,936,1898.1039,1
1.817,0.167,2,1984,2501.7215,1
1.613,0.019,14,1580,2598.9593,1
1.884,0.043,198,14120,3324.4809,1
4.865,0.563,1,3464,2060.4698,1
1.852,0.012,69,15108,2794.1612,1
1.391,0.025,37,1784,2476.799,1
1.372,0.081,5,2809,1787.0204,1
1.331,0.047,82,634,2029.2371,1
0.727,0.014,25,1207,877.959,1
1.701,0.212,1,2060,1912.092,1
1.036,0.016,35,738,2139.4802,1
1.752,0.03,8,1896,2866.0942,1
1.786,0.032,19,19112,3274.696,1
2.336,0.145,148,15128,3668.1828,1
1.683,0.295,15,936,2226.5707,1
1.315,0.014,31,832,2071.336,1
1.973,0.111,318,1380,2379.5688,1
1.622,0.017,40,17104,3172.5811,1
1.176,0.01,64,3008,1802.9174,1
1.453,0.062,55,840,2097.3164,1
1.182,0.021,350,2605,1648.9689,1
1.597,0.069,49,16104,2692.0684,1
1.733,0.115,9,18108,3336.6768,1
2.202,0.221,1,18104,3011.1676,1
1.246,0.103,1,1234,2074.1935,1
1.669,0.056,451,11100,3127.5992,1
1.617,0.071,108,1484,2701.1698,1
1.322,0.022,9,838,2365.5002,1
1.709,0.096,62,15112,3383.8232,1
1.092,0.052,12,734,2151.5364,1
2.016,0.121,91,16108,3088.544,1
1.161,0.073,378,1172,2261.5254,1
1.855,0.068,81,14104,2992.515,1
1.963,0.15,1,1988,2791.1492,1
1.26,0.019,65,2806,1732.9638,1
2.168,0.093,103,14112,3459.8866,1
1.654,0.015,40,1584,2476.6397,1
2.075,0.185,64,15108,3067.3055,1
1.259,0.06,25,940,2400.5872,1
1.511,0.004,36,1692,2668.0109,1
1.902,0.076,96,1596,2546.7801,1
1.906,0.04,69,16100,2706.008,1
1.184,0.108,262,3005,2018.2745,1
1.351,0.168,2,1040,2518.768,1
1.822,0.016,19,16100,2973.3813,1
1.242,0.014,125,732,1937.1923,1
0.893,0.232,11,2005,1028.1308,1
1.976,0.311,1,1234,1886.0638,1
1.731,0.016,135,13104,3011.1676,1
2.056,0.064,87,16112,3334.7167,1
1.508,0.125,15,832,1966.1351,1
1.062,0.06,39,738,2463.7824,1
1.308,0.022,40,734,1910.2878,1
1.71,0.026,5,18100,2863.0881,1
1.076,0.002,24,3008,2053.3631,1
1.349,0.08,86,732,1930.1509,1
1.457,0.117,1,934,2063.1656,1
0.821,0.085,137,1004,652.7056,1
2.107,0.114,2,2288,2709.1864,1
1.306,0.01,227,1284,2550.9438,1
1.659,0.073,53,16116,3442.7564,1
1.393,0.089,21,1660,1671.7002,1
1.004,0.088,8,2609,1688.9908,1
1.469,0.096,31,636,2309.5782,1
1.912,0.134,78,16108,3010.1828,1
1.28,0.1,7,1544,1354.3502,1
1.287,0.254,4,1609,1039.2146,1
0.542,0.006,1,604,378.4289,1
1.343,0.014,4,932,1948.2041,1
0.78,0.006,25,1606,1052.1064,1
0.808,0.048,35,804,543.6616,1
0.943,0.003,67,944,1324.4076,1
0.591,0.278,1,603,408.4706,1
0.51,0.063,28,802,534.5242,1
0.527,0.023,41,802,534.5242,1
0.594,0.109,1,604,378.4289,1
0.567,0.213,11,1605,1010.1767,1
1.465,0.138,1,1444,1345.4902,1
1.223,0.008,20,1448,1465.7539,1
0.692,0.039,2,604,378.4289,1
1.169,0.151,2,1552,1593.8003,1
1.097,0.209,31,1607,907.0379,1
0.476,0.12,8,603,346.3843,1
1.028,0.01,4,1408,940.1082,1
0.944,0.055,6,1406,951.088,1
1.004,0.002,16,1406,951.088,1
1.286,0.182,5,1408,951.088,1
1.346,0.086,6,1332,1013.2432,1
1.03,0.004,4,1609,907.0379,1
1.285,0.068,40,1406,951.088,1
1.573,0.111,2,1764,1794.1222,1
1.247,0.155,1,1611,995.2309,1
1.489,0.013,2,1796,2844.3141,1
0.904,0.002,18,1807,1107.2725,1
1.313,0.049,14,2609,1423.6507,1
1.935,0.069,6,1752,1652.8681,1
0.867,0.09,6,1608,939.08,1
0.827,0.054,22,1005,677.8145,1
1.4,0.141,3,2008,1180.3702,1
1.455,0.124,38,2207,1316.4747,1
1.927,0.023,2,1880,2275.6868,1
1.628,0.139,56,1672,2136.5229,1
1.378,0.175,235,2407,1441.6885,1
1.376,0.045,52,1368,2108.4288,1
1.288,0.046,15,3008,1778.1258,1
1.126,0.044,52,2608,1632.8779,1
1.269,0.031,23,1864,1863.2779,1
1.54,0.009,20,832,1803.0464,1
1.482,0.25,23,1448,1399.6172,1
1.698,0.118,6,1872,2124.3818,1
0.786,0.044,1,3009,1923.2028,1
1.124,0.05,6,1608,1056.2712,1
1.148,0.035,131,2406,1473.6642,1
1.379,0.016,9,1868,1991.4086,1
1.581,0.264,15,1684,2423.8456,1
1.669,0.125,170,1376,2279.5097,1
1.798,0.077,93,1496,2748.1878,1
1.232,0.056,222,2806,1677.8296,1
1.967,0.224,88,1480,2393.7288,1
1.59,0.192,1,1328,1607.9145,1
1.421,0.012,14,2809,1659.9414,1
1.833,0.011,6,1880,2316.699,1
1.724,0.135,9,1776,2293.6897,1
1.378,0.074,33,1876,2145.5402,1
1.329,0.123,213,634,1905.0929,1
1.82,0.015,1,2196,2850.2712,1
1.759,0.044,24,1696,2804.203,1
1.993,0.016,318,1392,2579.9774,1
1.493,0.104,157,634,2016.1462,1
1.412,0.007,14,18112,3221.6913,1
1.611,0.003,49,638,2234.5525,1
1.769,0.357,5,836,2136.495,1
1.372,0.051,76,3008,1652.9299,1
2.071,0.054,180,14108,3092.5758,1
1.348,0.059,4,1038,2065.4162,1
0.984,0.043,46,1456,1655.7974,1
0.883,0.329,1,1006,586.73,1
1.185,0.104,3,1652,1609.7558,1
0.861,0.265,5,1006,586.73,1
0.577,0.019,19,602,358.3953,1
1.036,0.004,4,2608,1446.5804,1
1.102,0.016,95,1464,1707.9659,1
0.743,0.124,18,603,442.4728,1
1.037,0.053,5,838,2001.1304,1
0.809,0.069,4,604,345.3562,1
0.977,0.357,3,1006,586.73,1
1.589,0.032,2,1968,2124.4804,1
1.106,0.051,7,1444,1201.3084,1
1.063,0.15,63,11116,3328.7822,1
0.915,0.037,20,1608,949.1619,1
1.33,0.174,149,1352,1475.7218,1
0.814,0.051,49,803,468.5541,1
0.731,0.022,7,804,430.5052,1
1.129,0.091,1,605,419.4968,1
0.524,0.046,1,605,361.3556,1
1.009,0.042,17,1407,969.202,1
1.083,0.118,11,1236,1165.4049,1
1.286,0.168,1,1608,973.0917,1
0.855,0.025,34,1206,699.7624,1
1.329,0.03,1,1410,875.8913,1
1.051,0.117,120,832,969.1093,1
1.368,0.13,14,1340,1225.4575,1
1.001,0.011,56,1405,969.202,1
0.975,0.001,4,1008,781.7807,1
1.034,0.004,35,1140,1366.5952,1
0.683,0.135,1,605,361.3556,1
0.916,0.116,5,604,372.4222,1
2.31,0.091,144,15128,3798.323,1
1.184,0.009,44,1772,1999.3011,1
1.084,0.102,33,1607,1003.1388,1
1.681,0.127,9,2080,2391.6908,1
1.439,0.113,72,738,2079.4306,1
1.71,0.181,29,742,2500.8436,1
1.693,0.024,79,15100,3073.5949,1
1.162,0.155,4,2392,2328.6207,1
2.625,0.152,1,23112,3114.3717,1
1.345,0.182,16,840,2335.6896,1
1.271,0.11,8,1444,1407.5058,1
0.887,0.025,9,1206,805.9422,1
0.888,0.134,1,1207,673.7275,1
0.892,0.201,21,1005,549.6,1
0.402,0.058,33,602,344.3684,1
1.052,0.028,84,1144,1513.6732,1
0.909,0.064,1,807,492.5327,1
0.527,0.01,40,803,678.8736,1
0.97,0.053,194,2005,1288.427,1
0.853,0.046,7,804,476.4905,1
0.613,0.083,130,342,2513.755,1
1.526,0.139,8,20104,2662.9088,1
1.124,0.135,1,2210,1174.1645,1
1.045,0.035,24,2008,1112.2023,1
1.473,0.036,238,13100,2656.8824,1
1.494,0.064,186,1580,2108.4816,1
1.25,0.015,6,1756,1679.8035,1
0.926,0.069,51,603,417.4227,1
0.995,0.008,27,2608,1339.5583,1
0.811,0.059,36,1604,1061.1162,1
1.309,0.024,23,1248,1420.6696,1
1.201,0.016,5,1860,1716.8248,1
0.436,0.116,6,603,378.4443,1
0.988,0.014,56,1140,1234.3845,1
0.552,0.172,88,802,471.5114,1
1.948,0.19,6,1784,2305.62,1
0.61,0.111,1,604,465.4637,1
0.53,0.037,60,2004,1181.2652,1
0.362,0.061,46,801,389.4093,1
0.679,0.066,1,604,449.4712,1
0.553,0.012,21,602,387.4802,1
0.324,0.068,5,803,405.4087,1
0.912,0.018,2,805,432.4344,1
0.5,0.11,17,602,412.4869,1
0.386,0,28,602,446.5046,1
0.324,0.008,27,602,420.4692,1
0.635,0.086,7,602,431.5333,1
0.467,0.068,3,603,396.4875,1
