xcorr,deltacn,sprank,ions,calc_neutral_pep_mass,label
1.381,0.09,13,1564,1899.1473,1
1.264,0.105,27,2608,1584.7624,1
1.726,0.032,211,1388,2544.0399,1
1.256,0.11,99,734,2035.1143,1
2.553,0.255,1,2592,2700.7747,1
1.101,0.012,398,2804,1919.2676,1
1.584,0.118,61,1592,2837.2622,1
2.067,0.266,1,1032,1907.2652,1
2.615,0.107,4,19108,2985.2459,1
1.643,0.205,1,2811,1766.0113,1
1.669,0.023,10,1980,2334.7227,1
1.334,0.102,127,2806,1728.8394,1
1.227,0.075,4,1540,1320.539,1
1.771,0.103,2,20104,2956.2478,1
1.187,0.009,204,3006,1786.8922,1
2.12,0.232,6,1788,2682.8491,1
0.826,0.001,56,636,2334.4962,1
2.03,0.163,6,1888,2708.9056,1
1.431,0.015,201,1292,2593.9329,1
1.353,0.048,32,1348,1366.5554,1
1.547,0.244,111,638,2209.5034,1
1.171,0.113,1,1680,2775.0976,1
1.914,0.03,87,14104,3015.1162,1
1.257,0.025,66,1388,2571.6592,1
1.279,0.129,13,1140,1320.539,1
1.75,0.019,29,17124,3780.9086,1
1.773,0.093,11,1884,2373.5038,1
1.372,0.045,284,12100,2698.8592,1
1.388,0.024,62,1588,2680.8153,1
1.598,0.003,196,12124,3559.2384,1
1.626,0.203,31,934,2001.1133,1
2.083,0.017,41,17104,3182.5742,1
1.367,0.268,1,1134,1978.344,1
1.059,0.06,5,2808,1787.0481,1
1.187,0.053,7,1444,1315.4027,1
1.146,0.105,1,1208,870.0201,1
1.366,0.069,1,1136,1153.3909,1
1.129,0.095,9,1340,1056.3116,1
1.204,0.105,9,2811,969.1527,1
1.765,0.055,162,14112,3436.7802,1
1.344,0.006,11,1776,2331.5682,1
1.408,0.096,29,1556,1497.796,1
1.38,0.167,1,2010,1245.3176,1
0.863,0.018,32,604,459.5004,1
1.01,0.151,205,1004,588.7026,1
1.135,0.144,6,2811,969.1527,1
1.251,0.034,1,1208,870.0201,1
0.97,0.009,1,1208,870.0201,1
1.396,0.115,193,832,1008.0557,1
0.88,0.047,1,1208,870.0201,1
1.306,0.095,5,1408,799.022,1
1.381,0.102,16,1344,1349.4632,1
0.91,0.078,1,1208,870.0201,1
1.065,0.04,24,1240,1056.3116,1
1.046,0.114,1,1207,870.0201,1
0.794,0.015,10,1006,722.7503,1
1.867,0.276,34,1244,1350.4174,1
1.502,0.103,1,1940,1099.3396,1
1.253,0.139,1,1208,870.0201,1
1.964,0.034,2,1536,1153.3909,1
1.533,0.015,1,1744,1470.7355,1
1.289,0.004,16,1752,1412.7367,1
0.889,0.022,12,1206,671.8357,1
1.47,0.024,78,1136,1153.3909,1
1.157,0.028,35,1440,1316.5669,1
1.208,0.041,48,1140,1277.3538,1
0.998,0.094,11,805,660.7312,1
0.801,0.041,136,1406,828.0232,1
1.681,0.176,12,1332,984.121,1
0.745,0.009,15,1005,741.8894,1
0.757,0.009,9,1005,741.8894,1
1.272,0.038,16,1236,1112.295,1
1.42,0.045,18,1340,1316.5669,1
1.234,0.058,21,2207,1398.6231,1
0.773,0.093,85,1205,671.8357,1
1.512,0.003,2,1852,1748.9043,1
1.03,0.017,18,2407,1525.639,1
1.096,0.058,124,936,1112.295,1
1.563,0.037,131,1368,2085.2238,1
1.044,0.026,44,2008,1250.3306,1
1.171,0.021,2,1544,1403.6451,1
0.942,0.028,2,2008,1392.5744,1
0.943,0.115,5,1407,768.9958,1
1.206,0.024,88,2408,1440.6634,1
1.229,0.071,8,2208,1455.5468,1
0.885,0.095,15,1407,885.0721,1
1.023,0.184,2,2409,1299.5773,1
1.547,0.072,3,1680,2388.6629,1
1.061,0.143,196,2006,1282.5064,1
1.106,0.075,294,2206,1385.5027,1
1.07,0.034,8,2209,1437.4858,1
1.373,0.124,26,2408,1527.7386,1
2.033,0.138,63,1576,2336.628,1
1.575,0.042,1,1976,2530.7296,1
1.324,0.045,260,1468,2113.2342,1
1.298,0.01,40,2607,1656.7382,1
2.012,0.139,1,2180,2696.9161,1
1.39,0.157,32,2806,1696.8839,1
1.315,0.025,227,1484,2768.0284,1
2.068,0.034,21,1780,2414.5366,1
2.421,0.3,9,19100,2983.2507,1
2.135,0.013,1,1988,2998.2179,1
1.296,0.004,415,2605,1556.7362,1
1.611,0.047,4,1996,3213.4702,1
2.937,0.386,1,2296,3213.4702,1
1.928,0.117,11,18112,3436.7802,1
1.013,0.061,81,1405,997.1197,1
0.872,0.079,10,1406,1018.107,1
1.69,0.239,16,2408,1620.7057,1
1.592,0.22,8,2607,1706.8297,1
1.218,0.085,11,3008,1932.0869,1
1.093,0.014,21,1448,1389.4857,1
1.734,0.086,2,2088,2536.8193,1
0.536,0.1,16,602,382.4606,1
1.237,0.18,31,1244,1348.6494,1
0.978,0.04,17,1006,626.6647,1
0.866,0.14,102,832,961.1241,1
0.602,0.039,1,604,382.4606,1
0.687,0.049,1,806,597.6232,1
0.923,0.026,30,932,961.1241,1
1.039,0.034,150,832,947.1406,1
0.566,0.04,1,806,597.6232,1
1.727,0.197,23,1336,1074.2835,1
1.23,0.146,24,1248,1389.4857,1
0.98,0.075,348,1605,1018.0923,1
1.481,0.212,10,1609,1002.0899,1
1.063,0.153,1,1809,1090.2396,1
0.988,0.004,193,1607,1002.0899,1
1.382,0.15,17,2009,1204.297,1
1.037,0.061,9,1408,891.8907,1
0.966,0.005,75,804,597.6232,1
1.544,0.175,14,2008,1201.3428,1
2.13,0.222,7,1880,2288.578,1
1.613,0.038,23,1556,1820.1691,1
1.698,0.182,1,2288,2536.8193,1
1.368,0.006,6,1988,2536.8193,1
1.688,0.047,3,1868,1995.2609,1
1.869,0.042,6,1884,2508.9041,1
2.329,0.011,12,1996,2779.0539,1
2.072,0.129,29,1696,2823.2456,1
0.995,0.034,2,2610,1636.8259,1
1.277,0.189,35,2807,1665.9078,1
1.005,0.065,41,2007,1216.3514,1
1.117,0.026,48,1668,1985.2224,1
1.362,0.116,81,2407,1450.7049,1
1.272,0.179,14,2608,1584.8339,1
1.513,0.299,2,1032,1974.242,1
1.907,0.054,279,13120,3368.8273,1
1.718,0.149,19,1792,2710.0861,1
0.968,0.169,14,3007,1851.0934,1
2.023,0.065,120,1392,2722.1838,1
1.686,0.071,5,1892,2710.0861,1
1.163,0.048,28,2808,1761.95,1
1.474,0.059,122,1492,2710.0861,1
1.34,0.055,41,740,2419.7642,1
0.981,0.042,13,738,2277.6006,1
1.504,0.016,67,1556,1866.2159,1
1.376,0.026,58,1036,1252.4392,1
0.835,0.012,16,1005,653.65,1
0.239,0.007,112,401,428.4089,1
2.354,0.219,11,19120,3435.7876,1
0.696,0.003,22,802,685.6984,1
0.391,0.09,18,602,479.5927,1
0.667,0.114,215,1203,760.7997,1
1.465,0.127,4,1340,1326.7075,1
0.706,0.052,1,1609,1051.1276,1
1.078,0.016,26,1608,1001.1693,1
1.454,0.231,9,1208,896.0141,1
1.363,0.291,1,1209,896.0141,1
1.486,0.082,9,2812,975.0974,1
0.959,0.069,4,1208,714.6903,1
1.354,0.149,1,1209,896.0141,1
1.365,0.103,5,1207,896.0141,1
1.359,0.035,4,1848,1404.451,1
1.582,0.317,1,1210,896.0141,1
1.627,0.182,58,1352,1665.8699,1
0.944,0.153,41,1607,1024.099,1
1.28,0.069,27,1544,1359.5022,1
0.81,0.074,49,1004,627.6121,1
1.914,0.228,2,1944,1432.6641,1
1.224,0.037,39,2207,1417.6928,1
1.664,0.171,167,1572,2155.2722,1
0.956,0.012,75,2407,1497.631,1
1.43,0.009,17,1572,2246.5291,1
0.891,0.05,26,1005,766.914,1
1.886,0.177,49,1472,2322.6776,1
1.174,0.034,10,2408,1417.4931,1
1.968,0.003,63,1996,2862.2762,1
2.408,0.242,268,14100,2849.1883,1
1.3,0.025,69,1360,1956.2165,1
1.301,0.023,30,2608,1619.9225,1
1.254,0.054,16,2607,1665.8699,1
1.945,0.055,10,1992,2756.1351,1
2.137,0.245,186,1380,2378.6623,1
1.244,0,32,3007,1975.245,1
1.617,0.143,6,1868,2202.4822,1
1.84,0.109,140,1492,2874.1962,1
1.266,0.043,14,736,2155.2722,1
1.221,0.029,286,3006,1845.0606,1
0.882,0.087,15,1608,1104.3764,1
1.744,0.1,25,1696,2843.0284,1
0.805,0.019,7,1209,783.967,1
1.145,0.028,14,16112,3359.8341,1
1.833,0.29,1,2411,1524.7522,1
1.514,0.333,2,1208,702.8094,1
0.334,0.031,15,401,307.3655,1
0.754,0.072,72,804,500.5095,1
0.459,0.184,3,401,307.3655,1
0.645,0.029,33,603,427.5016,1
0.829,0.041,3,1407,819.8768,1
1.418,0.034,19,834,2000.1932,1
0.362,0.19,5,401,307.3655,1
1.807,0.013,104,16116,3297.8003,1
0.958,0.089,26,1606,928.0104,1
1.759,0.349,5,1864,1798.9732,1
1.458,0.057,15,1556,1821.113,1
1.362,0.013,13,1352,1617.85,1
1.22,0.07,12,1148,1465.7105,1
0.321,0.03,5,402,307.3655,1
0.828,0.084,5,604,392.4558,1
1.244,0.106,53,1460,1816.0718,1
1.204,0.055,7,1236,1130.2688,1
1.439,0.042,6,1440,1239.5651,1
1.363,0.127,40,2409,921.0678,1
1.449,0.11,30,1340,1219.4063,1
1.334,0.111,85,1344,1500.672,1
1.665,0.113,24,1132,1012.1284,1
0.839,0.238,2,1407,836.9866,1
1.494,0.017,3,1748,1510.7948,1
1.43,0.033,139,1140,1219.4063,1
0.894,0.085,18,1007,649.7453,1
1.991,0.167,3,1848,1442.6812,1
2.803,0.446,1,2448,1442.6812,1
1.123,0.082,2,1408,836.9866,1
1.347,0.043,50,1548,1442.6812,1
1.14,0.073,17,1444,1484.6844,1
2.216,0.259,1,2212,1314.5071,1
1.481,0.094,1,2152,1596.7142,1
1.789,0.388,2,2211,1314.5071,1
1.138,0.029,32,1132,949.079,1
1.44,0.315,1,2211,1314.5071,1
2.499,0.088,1,2472,2210.3485,1
2.463,0.459,1,1522,1314.5071,1
1.808,0.015,25,1668,1905.1994,1
1.133,0.215,9,1608,887.0476,1
1.352,0.162,32,2208,1360.5791,1
1.509,0.155,8,832,1826.0422,1
1.348,0.071,6,2008,1342.5614,1
1.629,0.008,31,1364,2057.346,1
1.389,0.075,144,2206,1471.6769,1
0.824,0.039,25,1206,829.9054,1
1.289,0.095,10,1336,1202.4221,1
1.32,0.088,52,2208,1435.6425,1
1.126,0.13,1,2209,1282.33,1
0.974,0.021,18,1807,1196.3715,1
2.982,0.364,1,2472,2176.4568,1
1.715,0.148,14,1564,1919.206,1
1.803,0.124,38,1692,2950.4145,1
1.754,0.092,54,1580,2583.9948,1
1.328,0.062,68,2807,1715.8927,1
1.072,0.026,26,2607,1743.0973,1
1.706,0.127,38,1596,2789.1791,1
1.444,0.082,23,1796,2864.1249,1
1.197,0.03,331,2005,1450.6236,1
1.533,0,2,1688,2676.098,1
1.571,0.019,112,1476,2411.7983,1
2.022,0.049,46,1584,2606.8378,1
1.489,0.023,52,1596,2939.3762,1
1.382,0.048,42,734,2133.4775,1
2.254,0.096,105,1588,2574.0135,1
1.581,0.057,2,1680,2511.8722,1
1.417,0.023,247,1284,2594.7436,1
1.265,0.041,36,736,2175.5108,1
1.153,0.009,70,2807,1814.1264,1
2.257,0.133,46,17100,3052.5356,1
1.348,0.073,64,2807,1984.212,1
1.551,0.244,4,936,2220.6842,1
1.47,0.172,105,634,2015.4479,1
1.294,0.165,29,2008,1180.3238,1
1.157,0.027,63,2007,1170.4247,1
1.581,0.247,24,1552,1672.0067,1
1.001,0.076,2,1407,858.9475,1
1.837,0.046,194,15100,2899.3428,1
1.959,0.118,3,20112,3425.8737,1
0.997,0.112,1,2010,1021.1851,1
1.369,0.071,1,2056,1577.8503,1
0.609,0.13,39,603,412.4869,1
1.378,0.011,40,1764,1991.2902,1
0.743,0.11,4,804,486.6127,1
1.237,0.065,99,1256,1628.9353,1
0.618,0.054,4,805,540.6176,1
1.064,0.141,99,1405,849.989,1
0.67,0.023,9,805,510.5944,1
0.497,0.074,10,603,344.4118,1
1.085,0.061,315,840,1218.388,1
0.608,0.091,96,1206,701.7753,1
0.679,0.029,10,1405,910.0912,1
1.624,0.319,8,1340,1205.4697,1
0.777,0.029,43,1206,694.7892,1
1.138,0.059,72,1352,1399.6133,1
1.035,0.03,11,1344,1229.3532,1
1.288,0.041,71,1408,873.0636,1
1.365,0.005,91,1444,1372.5443,1
0.678,0.066,32,1606,812.9652,1
1.184,0.123,1,2012,1050.2266,1
0.948,0.053,3,1607,1120.1968,1
1.08,0.055,13,1408,845.0098,1
0.949,0.243,1,1207,793.8754,1
0.93,0.075,128,1004,689.7209,1
0.936,0.085,19,1240,1170.4247,1
1.392,0.046,13,2208,1208.4448,1
0.906,0.139,43,1207,777.9194,1
0.959,0.023,63,1407,953.069,1
1.067,0.284,69,2007,1137.366,1
1.272,0.039,262,2809,1110.2377,1
1.333,0.031,15,1336,984.1643,1
1.016,0.005,333,1405,953.069,1
1.674,0.018,1,2052,1456.721,1
1.424,0.026,5,1436,1123.2804,1
0.958,0.14,8,1207,701.7753,1
1.024,0.007,4,1408,1110.2377,1
1.547,0.044,29,1664,1915.226,1
0.79,0.087,22,804,623.7129,1
1.048,0.182,4,2010,1163.389,1
1.414,0.109,75,2808,1568.8399,1
1.186,0.044,1,2211,1208.4448,1
1.411,0.022,2,1536,1344.4924,1
1.003,0.162,1,2412,1323.5334,1
1.142,0.028,15,2209,1208.4448,1
1.208,0.094,7,2809,1557.7673,1
0.882,0.02,164,1807,1159.3079,1
1.03,0.06,4,2610,1652.8711,1
1.696,0.133,34,3007,1644.8455,1
1.5,0.033,97,1480,2315.6116,1
1.048,0.021,53,2407,1478.724,1
1.226,0.098,6,20156,4398.9575,1
1.63,0.119,55,1676,2254.5767,1
1.3,0.024,198,2407,1542.724,1
1.88,0.117,7,20124,3408.8285,1
1.572,0.102,99,742,2301.6714,1
1.269,0.109,118,2806,1625.9012,1
1.278,0.014,227,3005,1776.066,1
1.366,0.011,12,2809,1529.6702,1
1.794,0.295,8,2408,1697.9976,1
1.268,0.03,91,2807,1630.9078,1
1.207,0.044,123,632,1929.2134,1
1.485,0.004,37,1772,1952.3922,1
1.706,0.123,66,2606,1785.0758,1
1.585,0.15,15,838,2040.3506,1
1.026,0.059,43,3007,1650.9883,1
1.722,0.018,47,16104,2879.3146,1
0.945,0.019,4,2608,1455.7208,1
1.258,0.013,45,736,2079.3843,1
1.555,0.106,3,934,1870.0959,1
1.846,0.138,98,1488,2395.785,1
1.793,0.067,1,3010,1989.3043,1
2.521,0.415,1,1428,1932.2524,1
1.745,0.109,44,18124,3228.7143,1
2.63,0.436,1,1330,1989.3043,1
2.439,0.35,1,1328,1932.2524,1
1.711,0.001,1,21104,2855.2438,1
2.871,0.417,1,1528,1932.2524,1
1.792,0.02,98,16100,2733.1174,1
2.71,0.51,1,1430,1989.3043,1
2.069,0.197,33,17108,2872.3237,1
3.03,0.501,1,1628,1932.2524,1
2.889,0.564,1,1528,1932.2524,1
2.638,0.48,1,1328,1932.2524,1
1.417,0.241,1,1136,2203.4955,1
1.48,0.017,8,1692,2439.859,1
1.431,0.028,3,938,2048.2835,1
1.747,0.004,17,1796,2865.2847,1
1.841,0.108,11,17104,3009.5108,1
1.544,0.006,1,1040,2428.7424,1
1.747,0.036,5,19116,3258.6453,1
1.264,0.038,23,840,2150.4815,1
1.757,0.077,270,14112,3024.5168,1
1.638,0.199,166,636,2183.4589,1
1.323,0.09,1,1238,2040.3506,1
1.723,0.252,1,2196,2644.116,1
0.646,0.144,47,602,359.4264,1
0.43,0.147,3,603,370.3659,1
1.276,0.006,11,1036,1011.1057,1
0.286,0.003,8,603,370.3659,1
0.549,0.205,1,604,370.3659,1
2.19,0.063,1,1996,2675.1668,1
0.608,0.092,20,1405,760.7618,1
0.749,0.017,198,1003,632.6311,1
1.093,0.176,121,2206,1412.6673,1
0.649,0.152,3,1003,646.658,1
0.531,0.007,1,603,382.4203,1
0.644,0.057,47,602,373.4533,1
0.45,0.014,31,603,438.4381,1
0.629,0.037,17,804,551.5975,1
1.31,0.234,4,1244,1268.479,1
0.729,0.114,4,1406,789.8412,1
0.77,0.262,16,804,515.6512,1
0.463,0.078,1,603,382.4203,1
1.05,0.011,68,1144,1294.3898,1
1.379,0.27,1,1336,1011.1057,1
1.556,0.302,4,1240,1186.2872,1
0.695,0.415,2,603,370.3659,1
0.612,0.347,22,602,370.3659,1
1.274,0.031,56,1144,1195.3878,1
0.524,0.22,1,605,370.3659,1
0.948,0.053,2,1608,926.0409,1
0.403,0.027,3,603,382.4203,1
0.495,0.132,8,603,370.3659,1
0.311,0.028,2,603,382.4203,1
0.508,0.084,4,603,370.3659,1
0.509,0.08,3,603,382.4203,1
1.344,0.061,1,1844,1235.3225,1
1.139,0.048,25,1244,1304.5125,1
1.405,0.012,4,1236,1011.1057,1
1.195,0.076,1,1744,1242.4386,1
1.27,0.055,25,1652,1456.6622,1
1.484,0.112,43,1240,1124.2621,1
1.369,0.017,119,1140,1197.2731,1
1.305,0.149,2,2210,1268.451,1
1.123,0.038,66,1144,1257.4124,1
1.052,0.014,55,1144,1192.3005,1
0.754,0.189,391,1604,903.9042,1
1.241,0.107,48,2208,1292.5389,1
0.646,0.022,60,1005,597.6292,1
1.262,0.087,28,2809,1429.5529,1
0.681,0.004,93,1004,597.6292,1
1.322,0.036,268,1276,2135.4509,1
1.376,0.101,2,1660,1745.0152,1
1.627,0.099,11,1668,1877.0594,1
1.042,0.017,212,2606,1479.7398,1
2.026,0.014,89,17104,2793.2157,1
1.48,0.013,127,2807,1741.0356,1
1.657,0.072,1,2084,2599.9854,1
0.968,0.052,194,2207,1177.2858,1
1.698,0.204,4,2060,1704.8662,1
1.038,0.106,50,3007,1657.8497,1
1.764,0.002,12,17100,2627.8968,1
1.553,0.038,4,18100,2627.8968,1
2.495,0.147,3,1872,2316.6594,1
1.874,0.014,1,2080,2204.5517,1
0.878,0.103,156,2407,1251.4544,1
1.273,0.08,26,2608,1543.8242,1
1.192,0.056,30,2608,1444.71,1
1.16,0.088,10,2809,1536.7918,1
1.106,0.052,33,2808,1560.7734,1
1.753,0.142,1,2811,1541.6966,1
1.472,0.054,87,1568,1807.0836,1
1.75,0.206,11,1036,2182.4204,1
1.431,0.241,359,2605,1568.8084,1
1.448,0.002,9,836,1937.1554,1
1.066,0.137,5,1060,3326.7196,1
1.738,0.109,149,1476,2170.4569,1
1.17,0.037,27,734,1823.9959,1
1.29,0.007,228,2606,1476.6709,1
1.151,0.08,68,1252,1580.7357,1
1.319,0.181,10,3009,1647.8552,1
1.35,0.179,6,934,1815.9604,1
1.487,0.074,1,1136,2060.3905,1
1.905,0.118,1,22112,3303.9054,1
1.353,0.071,34,846,2401.6213,1
1.754,0.002,10,18124,3365.8126,1
1.343,0.039,2,1038,2090.2958,1
1.887,0.02,3,19100,2746.2456,1
1.087,0.006,1,3011,1718.0044,1
1.111,0.051,19,836,1918.0971,1
1.441,0.024,1,3010,1615.7661,1
1.434,0.071,36,1592,2661.0313,1
1.346,0.124,61,832,1724.9067,1
1.367,0.004,16,1968,1839.0415,1
1.1,0.049,10,1244,1467.7999,1
0.95,0.013,55,1406,935.2366,1
1.672,0.094,7,19120,3502.9441,1
1.345,0.001,3,2068,2102.5492,1
0.699,0.249,33,1005,660.6818,1
0.751,0.117,48,1204,678.7001,1
0.868,0.041,68,732,928.1002,1
0.662,0.369,2,603,479.537,1
0.752,0.357,1,605,532.5511,1
0.656,0.092,3,605,371.394,1
0.934,0.097,34,952,1516.6744,1
0.745,0.004,31,1605,1015.0576,1
0.903,0.013,23,806,650.878,1
1.751,0.165,1,1744,1278.4343,1
1.188,0.106,6,1744,1296.4954,1
1.188,0.007,3,2810,934.1039,1
1.418,0.215,2,1644,1278.4343,1
1.076,0.012,1,1340,1168.3213,1
1.431,0.363,1,1320,1168.3213,1
1.22,0.092,152,1244,1296.4954,1
1.131,0.14,1,1209,807.0625,1
1.563,0.308,13,1244,1467.7999,1
1.09,0.084,1,1844,1353.6862,1
1.058,0.008,22,1407,935.2366,1
1.056,0.201,1,1209,807.0625,1
1.831,0.281,1,2012,1168.3213,1
1.246,0.148,35,944,1467.7999,1
1.276,0.22,4,1208,807.0625,1
1.509,0.308,1,2009,1168.3213,1
1.449,0.081,4,1536,1071.1552,1
1.275,0.101,1,1540,1168.3213,1
1.224,0.058,107,932,1034.2646,1
1.865,0.117,1,1440,1168.3213,1
1.27,0.177,14,2009,1320.7002,1
0.94,0.027,1,1209,807.0625,1
0.847,0.131,4,805,606.7636,1
2.08,0.337,1,1420,1168.3213,1
1.789,0.39,1,1211,807.0625,1
1.686,0.297,1,1440,1168.3213,1
1.186,0.147,1,1648,1405.623,1
1.048,0.202,11,1207,807.0625,1
1.896,0.473,1,2012,1168.3213,1
1.2,0.156,4,1240,1168.3213,1
1.264,0.005,67,1468,1876.149,1
1.3,0.345,1,1611,1034.2646,1
1.376,0.053,10,1340,1280.3727,1
1.336,0.108,1,1210,807.0625,1
2.31,0.48,1,1520,1168.3213,1
1.665,0.369,1,1540,1168.3213,1
1.18,0.097,1,1609,1034.2646,1
1.797,0.188,2,1332,1034.2646,1
0.988,0.054,3,1208,807.0625,1
2.257,0.597,1,1320,1168.3213,1
1.204,0.186,1,1540,1168.3213,1
1.034,0.144,9,1809,1145.3678,1
1.429,0.256,1,1610,1034.2646,1
1.102,0.333,17,1207,807.0625,1
1.022,0.053,15,2008,1168.3213,1
0.973,0.104,7,1408,906.0905,1
1.441,0.089,20,1652,1739.0601,1
1.609,0.107,1,2211,1243.3391,1
1.739,0.044,109,1588,2573.8273,1
1.655,0.041,2,2411,1314.4179,1
1.918,0.089,13,1888,2446.7983,1
0.989,0.096,1,1608,1045.2041,1
1.778,0.028,11,19108,3163.8132,1
1.215,0.003,76,2407,1576.8571,1
1.423,0.051,231,2806,1717.0422,1
1.605,0.015,77,1468,1981.1931,1
1.344,0.03,2,1980,2221.4606,1
1.032,0.098,11,2007,1227.3427,1
1.479,0.027,1,1032,1777.0164,1
3.581,0.581,1,1934,2136.448,1
1.165,0.098,2,2209,1426.6044,1
3.097,0.431,1,2492,2796.2312,1
1.402,0.145,77,3006,1900.1158,1
1.888,0.003,16,1696,2851.4876,1
0.976,0.01,64,2806,1629.8339,1
1.026,0.018,7,934,1910.1667,1
3.734,0.523,1,2032,2008.274,1
1.495,0.009,97,736,2057.3432,1
1.31,0,62,832,1911.0375,1
1.66,0.036,39,17144,4124.7065,1
1.589,0.052,12,836,2016.2937,1
1.153,0.043,3,2808,1723.1938,1
1.768,0.013,201,12104,3146.7827,1
1.583,0.12,1,1132,1930.1046,1
1.706,0.029,31,1696,2914.3516,1
1.37,0.076,95,636,1959.1491,1
1.316,0.155,73,738,2138.3708,1
1.77,0.032,1,19100,2906.2599,1
1.911,0.043,5,1696,2914.3516,1
1.007,0.045,307,2605,1596.7301,1
1.238,0.067,13,3007,1863.1448,1
1.061,0.068,7,842,2626.014,1
1.309,0.023,1,1948,1380.6281,1
1.668,0.2,1,1334,1983.209,1
1.295,0.062,23,2208,1425.6048,1
1.872,0.149,65,834,1983.209,1
0.715,0.151,11,604,384.4765,1
1.221,0.025,70,1456,1550.8395,1
0.983,0.029,90,1406,783.9267,1
1.284,0.251,27,1206,688.7021,1
1.59,0.122,4,1976,2184.5645,1
0.731,0.036,23,1407,871.958,1
1.683,0.134,4,2080,2415.58,1
0.872,0.04,4,1240,1318.5358,1
1.056,0.158,10,1205,688.7021,1
1.065,0.111,17,1608,965.0894,1
0.561,0.014,2,805,491.6037,1
1.018,0.035,69,892,2694.0296,1
0.814,0.187,10,2204,1334.5388,1
0.486,0.008,84,1603,951.0447,1
0.322,0.015,9,602,420.5249,1
0.835,0,3,744,1468.6012,1
0.799,0.261,2,604,302.3311,1
0.426,0.022,18,602,380.4044,1
0.72,0.022,209,640,1323.5584,1
0.534,0.12,12,804,551.5975,1
0.549,0.211,19,603,388.4246,1
0.54,0.016,80,1003,588.7204,1
0.766,0.15,143,544,1352.5974,1
0.604,0.171,4,603,378.3397,1
0.718,0.118,14,1605,997.0704,1
0.614,0.111,13,603,388.4246,1
0.477,0.075,10,603,622.7216,1
0.665,0.13,39,1004,534.5242,1
1.198,0.254,3,1206,688.7021,1
1.27,0.007,1,1748,1518.7735,1
1.011,0.048,44,1205,859.0361,1
1.151,0.003,40,1205,688.7021,1
1.432,0.066,8,1644,1371.5571,1
1.388,0.217,1,1207,688.7021,1
1.395,0.159,25,1206,688.7021,1
1.181,0.075,8,1206,688.7021,1
0.916,0.244,2,1206,761.7899,1
1.623,0.056,12,1548,1457.6036,1
0.864,0.115,6,1207,799.9261,1
1.519,0.22,7,2011,1211.3842,1
1.233,0.097,11,1132,915.1192,1
0.647,0.175,118,1205,789.8437,1
1.281,0.089,15,2009,1211.3842,1
1.647,0.393,26,2009,1211.3842,1
0.979,0.034,3,2010,1196.413,1
1.143,0.094,52,2208,1154.3905,1
1.095,0.136,5,2208,1262.349,1
2.975,0.329,1,2768,1907.2622,1
1.289,0.098,178,2007,1211.3842,1
1.454,0.228,3,1809,1107.2725,1
1.91,0.311,1,2009,1269.5255,1
4.24,0.516,1,3068,1907.2622,1
2.233,0.296,2,2011,1211.3842,1
1.623,0.264,1,2010,1269.5255,1
4.322,0.6,1,3368,1907.2622,1
1.46,0.028,104,1352,1593.646,1
1.121,0.026,20,1332,901.049,1
1.045,0.07,1,2210,1300.432,1
3.349,0.422,1,2368,1907.2622,1
1.339,0.117,18,1652,1614.8596,1
1.558,0.189,1,2011,1269.5255,1
4.217,0.527,1,3168,1907.2622,1
2.386,0.263,6,1972,1936.3007,1
2.248,0.471,1,2011,1269.5255,1
4.515,0.54,1,3168,1907.2622,1
1.095,0.03,1,1410,984.077,1
0.921,0.061,90,1806,1172.2292,1
1.345,0.099,37,1548,1559.7456,1
1.506,0.012,2,2064,1872.1522,1
1.344,0.06,2,1236,1055.1968,1
1.627,0.04,18,1768,1983.209,1
2.928,0.487,1,2964,1779.0881,1
1.797,0.197,1,1532,1779.0881,1
2.984,0.327,1,2764,1779.0881,1
0.92,0.144,8,2007,1219.3605,1
2.687,0.278,1,2468,1983.209,1
1.672,0.134,15,19124,3533.129,1
0.853,0.073,109,1605,951.0043,1
1.781,0.112,78,1476,2183.3722,1
2.41,0.34,1,1322,1359.6323,1
0.941,0.142,8,2808,1803.0112,1
1.222,0.151,20,2607,1599.7326,1
1.62,0.158,1,1744,1359.6323,1
2.36,0.57,1,1522,1359.6323,1
1.288,0.119,5,1340,1323.5584,1
1.116,0.078,185,2406,1380.666,1
1.569,0.084,16,17100,2948.3696,1
1.269,0.035,3,2808,1640.7827,1
1.974,0.096,3,1972,2205.4241,1
1.249,0.103,3,2810,1626.7869,1
2.083,0.015,3,2276,2126.4614,1
1.823,0.197,17,1772,2125.4105,1
1.119,0.052,22,3008,1890.1295,1
1.326,0.027,9,934,1956.1493,1
1.091,0.036,15,836,2205.4241,1
1.377,0.007,38,736,2347.7047,1
1.52,0.171,56,2408,1484.7166,1
1.463,0.036,289,1380,2359.5927,1
1.57,0.288,3,2810,1702.0275,1
1.718,0.024,213,1484,2617.9227,1
4.644,0.506,1,3788,2553.0006,1
1.03,0.005,39,2408,1399.567,1
1.367,0.002,15,1872,2049.4626,1
1.644,0.004,10,1668,2015.266,1
3.157,0.319,1,2488,2553.0006,1
1.828,0.082,22,1580,2514.8274,1
1.272,0.01,1,2611,1662.9963,1
1.436,0.078,62,834,1865.181,1
1.454,0.044,2,1968,2106.3636,1
1.578,0.05,111,1492,2584.0295,1
2.002,0.086,58,16100,2805.2915,1
1.393,0.143,26,2807,1778.908,1
1.797,0.152,14,1688,2579.9834,1
1.169,0.093,240,632,1887.1234,1
